index,ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,city,country,territory,dealsize,address,contactname,Customer Value,CLTV,Recency,Frequency,Monetary
102,10374,22.0,100.0,1,2200.0,2005-02-02,Shipped,1,2,2005,Motorcycles,193.0,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,South Brisbane,Australia,APAC,Medium,31 Duncan St. West End  ,Tony Calaghan,Low Value,139197.54,125,3,46399.18
103,10388,21.0,86.77,7,1822.1699999999998,2005-03-03,Shipped,1,3,2005,Motorcycles,193.0,S10_4698,FunGiftIdeas.com,5085552555,New Bedford,USA,AMER,Small,1785 First Street  ,Violeta Benitez,Low Value,231082.32,96,3,77027.44
104,10403,66.0,100.0,9,2800.0,2005-04-08,Shipped,2,4,2005,Motorcycles,193.0,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Large,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
105,10417,56.0,100.0,4,5600.0,2005-05-13,Disputed,2,5,2005,Motorcycles,193.0,S10_4698,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Large,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
106,10105,50.0,100.0,2,5000.0,2003-02-11,Shipped,1,2,2003,Classic Cars,136.0,S10_4757,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Large,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
107,10119,46.0,100.0,11,4600.0,2003-04-28,Shipped,2,4,2003,Classic Cars,136.0,S10_4757,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
108,10129,33.0,100.0,2,3300.0,2003-06-12,Shipped,2,6,2003,Classic Cars,136.0,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,London,UK,EMEA,Medium,35 King George  ,Ann Brown,Low Value,235075.80000000002,186,3,78358.6
109,10143,49.0,100.0,15,4900.0,2003-08-10,Shipped,3,8,2003,Classic Cars,136.0,S10_4757,Mini Creations Ltd.,5085559555,New Bedford,USA,AMER,Medium,4575 Hillside Dr.  ,Wing C Tam,Low Value,287016.63,151,3,95672.21
110,10155,32.0,100.0,13,3200.0,2003-10-06,Shipped,4,10,2003,Classic Cars,136.0,S10_4757,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Medium,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
111,10167,44.0,100.0,9,4400.0,2003-10-23,Cancelled,4,10,2003,Classic Cars,136.0,S10_4757,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Medium,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
112,10178,24.0,100.0,12,2400.0,2003-11-08,Shipped,4,11,2003,Classic Cars,136.0,S10_4757,Alpha Cognac,61.77.6555,Toulouse,France,EMEA,Medium,1 rue Alsace-Lorraine  ,Annette Roulet,Low Value,176655.84,71,3,58885.28
113,10186,26.0,100.0,9,2600.0,2003-11-14,Shipped,4,11,2003,Classic Cars,136.0,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,UK,EMEA,Medium,120 Hanover Sq.  ,Thomas Hardy,Low Value,94652.31000000001,502,2,31550.77
114,10197,45.0,100.0,6,4500.0,2003-11-26,Shipped,4,11,2003,Classic Cars,136.0,S10_4757,Enaco Distributors,(93) 203 4555,Barcelona,Spain,EMEA,Medium,"Rambla de Catalu¤a, 23  ",Eduardo Saavedra,Low Value,221781.0,195,3,73927.0
115,10209,39.0,100.0,8,3900.0,2004-01-09,Shipped,1,1,2004,Classic Cars,136.0,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,Los Angeles,USA,AMER,Medium,6047 Douglas Av.  ,Michael Chandler,Low Value,126281.34,515,2,42093.78
116,10222,49.0,100.0,12,4900.0,2004-02-19,Shipped,1,2,2004,Classic Cars,136.0,S10_4757,Collectable Mini Designs Co.,7605558146,San Diego,USA,AMER,Medium,361 Furth Circle  ,Valarie Thompson,Low Value,235386.21000000002,467,2,78462.07
117,10248,20.0,100.0,3,2000.0,2004-05-07,Cancelled,2,5,2004,Classic Cars,136.0,S10_4757,Land of Toys Inc.,2125557818,NYC,USA,AMER,Small,897 Long Airport Avenue  ,Kwai Yu,High Value,416394.51,204,4,138798.17
118,10261,27.0,100.0,1,2700.0,2004-06-17,Shipped,2,6,2004,Classic Cars,136.0,S10_4757,Quebec Home Shopping Network,(514) 555-8054,Montreal,Canada,AMER,Medium,43 rue St. Laurent  ,Jean Fresnisre,Low Value,184242.3,37,3,61414.1
119,10273,30.0,100.0,4,3000.0,2004-07-21,Shipped,3,7,2004,Classic Cars,136.0,S10_4757,Petit Auto,(02) 5554 67,Bruxelles,Belgium,EMEA,Medium,Rue Joseph-Bens 532  ,Catherine Dewey,Low Value,205704.53999999998,8,3,68568.18
120,10283,25.0,100.0,6,2500.0,2004-08-20,Shipped,3,8,2004,Classic Cars,136.0,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,Canada,AMER,Small,23 Tsawassen Blvd.  ,Elizabeth Lincoln,Low Value,214476.99,291,2,71492.33
121,10295,24.0,100.0,1,2400.0,2004-09-10,Shipped,3,9,2004,Classic Cars,136.0,S10_4757,Gifts4AllAges.com,6175559555,Boston,USA,AMER,Medium,8616 Spinnaker Dr.  ,Juri Yoshido,Low Value,232642.86,32,3,77547.62
122,10307,22.0,100.0,9,2200.0,2004-10-14,Shipped,4,10,2004,Classic Cars,136.0,S10_4757,"Classic Gift Ideas, Inc",2155554695,Philadelphia,USA,AMER,Small,782 First Street  ,Francisca Cervantes,Low Value,170399.94,236,2,56799.98
123,10316,33.0,100.0,17,3300.0,2004-11-01,Shipped,4,11,2004,Classic Cars,136.0,S10_4757,giftsbymail.co.uk,(198) 555-8888,Cowes,UK,EMEA,Medium,Garden House Crowther Way  ,Helen Bennett,Low Value,219510.39,218,2,73170.13
124,10325,47.0,64.93,6,3051.7100000000005,2004-11-05,Shipped,4,11,2004,Classic Cars,136.0,S10_4757,Baane Mini Imports,07-98 9555,Stavern,Norway,EMEA,Medium,Erling Skakkes gate 78  ,Jonas Bergulfsen,Low Value,285671.7,214,4,95223.90000000001
125,10337,25.0,48.05,8,1201.25,2004-11-21,Shipped,4,11,2004,Classic Cars,136.0,S10_4757,Classic Legends Inc.,2125558493,NYC,USA,AMER,Small,5905 Pompton St.  Suite 750,Maria Hernandez,Low Value,192365.46,198,3,64121.82
126,10350,26.0,75.47,5,1962.22,2004-12-02,Shipped,4,12,2004,Classic Cars,136.0,S10_4757,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
127,10359,48.0,54.68,6,2624.64,2004-12-15,Shipped,4,12,2004,Classic Cars,136.0,S10_4757,Reims Collectables,26.47.1555,Reims,France,EMEA,Small,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
128,10373,39.0,100.0,3,3900.0,2005-01-31,Shipped,1,1,2005,Classic Cars,136.0,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Oulu,Finland,EMEA,Medium,Torikatu 38  ,Pirkko Koskitalo,Low Value,272286.87,127,3,90762.29
129,10384,34.0,100.0,4,3400.0,2005-02-23,Shipped,1,2,2005,Classic Cars,136.0,S10_4757,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
130,10395,32.0,100.0,2,3200.0,2005-03-17,Shipped,1,3,2005,Classic Cars,136.0,S10_4757,Lyon Souveniers,+33 1 46 62 7555,Paris,France,EMEA,Medium,27 rue du Colonel Pierre Avia  ,Daniel Da Cunha,Low Value,177410.09999999998,82,3,59136.7
131,10400,64.0,100.0,9,2800.0,2005-04-01,Shipped,2,4,2005,Classic Cars,136.0,S10_4757,The Sharp Gifts Warehouse,4085553659,San Jose,USA,AMER,Large,3086 Ingle Ln.  ,Sue Frick,High Value,370803.12,46,4,123601.04
132,10414,19.0,100.0,3,1900.0,2005-05-06,On Hold,2,5,2005,Classic Cars,136.0,S10_4757,Gifts4AllAges.com,6175559555,Boston,USA,AMER,Small,8616 Spinnaker Dr.  ,Juri Yoshido,Low Value,232642.86,32,3,77547.62
133,10103,42.0,100.0,4,4200.0,2003-01-29,Shipped,1,1,2003,Classic Cars,147.0,S10_4962,Baane Mini Imports,07-98 9555,Stavern,Norway,EMEA,Medium,Erling Skakkes gate 78  ,Jonas Bergulfsen,Low Value,285671.7,214,4,95223.90000000001
134,10114,31.0,100.0,8,3100.0,2003-04-01,Shipped,2,4,2003,Classic Cars,147.0,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,Paris,France,EMEA,Medium,"265, boulevard Charonne  ",Marie Bertrand,Low Value,221896.56,199,3,73965.52
135,10126,22.0,100.0,4,2200.0,2003-05-28,Shipped,2,5,2003,Classic Cars,147.0,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Spain,EMEA,Medium,"C/ Araquil, 67  ",Mart¡n Sommer,Low Value,285730.26,218,3,95243.42
136,10140,26.0,100.0,4,2600.0,2003-07-24,Shipped,3,7,2003,Classic Cars,147.0,S10_4962,Technics Stores Inc.,6505556809,Burlingame,USA,AMER,Medium,9408 Furth Circle  ,Juri Hirano,High Value,307467.39,153,4,102489.13
137,10150,20.0,100.0,1,2000.0,2003-09-19,Shipped,3,9,2003,Classic Cars,147.0,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,APAC,Medium,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Eric Natividad,High Value,393839.85000000003,97,5,131279.95
138,10164,21.0,100.0,2,2100.0,2003-10-21,Resolved,4,10,2003,Classic Cars,147.0,S10_4962,Mini Auto Werke,7675-3555,Graz,Austria,EMEA,Medium,Kirchgasse 6  ,Roland Mendel,Low Value,139515.59999999998,89,3,46505.2
139,10175,33.0,100.0,9,3300.0,2003-11-06,Shipped,4,11,2003,Classic Cars,147.0,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,London,UK,EMEA,Medium,35 King George  ,Ann Brown,Low Value,235075.80000000002,186,3,78358.6
140,10183,28.0,100.0,1,2800.0,2003-11-13,Shipped,4,11,2003,Classic Cars,147.0,S10_4962,"Classic Gift Ideas, Inc",2155554695,Philadelphia,USA,AMER,Medium,782 First Street  ,Francisca Cervantes,Low Value,170399.94,236,2,56799.98
141,10194,26.0,100.0,4,2600.0,2003-11-25,Shipped,4,11,2003,Classic Cars,147.0,S10_4962,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Medium,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
142,10207,31.0,100.0,15,3100.0,2003-12-09,Shipped,4,12,2003,Classic Cars,147.0,S10_4962,Diecast Collectables,6175552555,Boston,USA,AMER,Medium,6251 Ingle Ln.  ,Valarie Franco,Low Value,169124.76,407,2,56374.92
143,10217,48.0,100.0,4,4800.0,2004-02-04,Shipped,1,2,2004,Classic Cars,147.0,S10_4962,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Large,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
144,10229,50.0,100.0,9,5000.0,2004-03-11,Shipped,1,3,2004,Classic Cars,147.0,S10_4962,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
145,10245,28.0,100.0,2,2800.0,2004-05-04,Shipped,2,5,2004,Classic Cars,147.0,S10_4962,Super Scale Inc.,2035559545,New Haven,USA,AMER,Medium,567 North Pendale Street  ,Leslie Murphy,Low Value,175239.99,399,2,58413.33
146,10259,26.0,100.0,12,2600.0,2004-06-15,Shipped,2,6,2004,Classic Cars,147.0,S10_4962,Handji Gifts& Co,+65 224 1555,Singapore,Singapore,APAC,Medium,Village Close - 106 Linden Road Sandown  2nd Floor,Wendy Victorino,High Value,290116.65,45,4,96705.55
147,10270,32.0,100.0,2,3200.0,2004-07-19,Shipped,3,7,2004,Classic Cars,147.0,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Medium,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
148,10281,44.0,100.0,9,4400.0,2004-08-19,Shipped,3,8,2004,Classic Cars,147.0,S10_4962,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Large,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
149,10291,30.0,100.0,4,3000.0,2004-09-08,Shipped,3,9,2004,Classic Cars,147.0,S10_4962,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Medium,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
150,10305,38.0,100.0,13,3800.0,2004-10-13,Shipped,4,10,2004,Classic Cars,147.0,S10_4962,Marta's Replicas Co.,6175558555,Cambridge,USA,AMER,Medium,39323 Spinnaker Dr.  ,Marta Hernandez,Low Value,246658.16999999998,237,2,82219.39
151,10313,40.0,100.0,7,4000.0,2004-10-22,Shipped,4,10,2004,Classic Cars,147.0,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,Canada,AMER,Medium,1900 Oak St.  ,Yoshi Tannamuri,Low Value,181793.73,228,2,60597.91
152,10322,46.0,61.99,8,2851.54,2004-11-04,Shipped,4,11,2004,Classic Cars,147.0,S10_4962,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Small,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
153,10334,26.0,100.0,2,2600.0,2004-11-19,On Hold,4,11,2004,Classic Cars,147.0,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Lule,Sweden,EMEA,Medium,Berguvsvgen  8  ,Christina Berglund,Low Value,175122.63,200,4,58374.21
154,10347,27.0,100.0,2,2700.0,2004-11-29,Shipped,4,11,2004,Classic Cars,147.0,S10_4962,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Medium,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
155,10357,43.0,100.0,9,4300.0,2004-12-10,Shipped,4,12,2004,Classic Cars,147.0,S10_4962,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
156,10370,35.0,65.63,4,2297.0499999999997,2005-01-20,Shipped,1,1,2005,Classic Cars,147.0,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
157,10381,37.0,100.0,6,3700.0,2005-02-17,Shipped,1,2,2005,Classic Cars,147.0,S10_4962,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
158,10391,37.0,46.9,7,1735.3,2005-03-09,Shipped,1,3,2005,Classic Cars,147.0,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
159,10411,27.0,100.0,2,2700.0,2005-05-01,Shipped,2,5,2005,Classic Cars,147.0,S10_4962,Quebec Home Shopping Network,(514) 555-8054,Montreal,Canada,AMER,Medium,43 rue St. Laurent  ,Jean Fresnisre,Low Value,184242.3,37,3,61414.1
160,10425,38.0,100.0,12,3800.0,2005-05-31,In Process,2,5,2005,Classic Cars,147.0,S10_4962,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Medium,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
161,10108,33.0,100.0,6,3300.0,2003-03-03,Shipped,1,3,2003,Classic Cars,194.0,S12_1099,Cruz & Sons Co.,+63 2 555 3587,Makati City,Philippines,APAC,Medium,15 McCallum Street - NatWest Center #13-03  ,Arnold Cruz,Low Value,240873.51,203,3,80291.17
162,10122,42.0,100.0,10,4200.0,2003-05-08,Shipped,2,5,2003,Classic Cars,194.0,S12_1099,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Large,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
163,10135,42.0,100.0,7,4200.0,2003-07-02,Shipped,3,7,2003,Classic Cars,194.0,S12_1099,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
164,10147,48.0,100.0,7,4800.0,2003-09-05,Shipped,3,9,2003,Classic Cars,194.0,S12_1099,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Large,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
165,10159,41.0,100.0,2,4100.0,2003-10-10,Shipped,4,10,2003,Classic Cars,194.0,S12_1099,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Large,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
166,10169,30.0,100.0,2,3000.0,2003-11-04,Shipped,4,11,2003,Classic Cars,194.0,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
167,10181,27.0,100.0,14,2700.0,2003-11-12,Shipped,4,11,2003,Classic Cars,194.0,S12_1099,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
168,10191,21.0,100.0,3,2100.0,2003-11-20,Shipped,4,11,2003,Classic Cars,194.0,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
169,10203,20.0,100.0,8,2000.0,2003-12-02,Shipped,4,12,2003,Classic Cars,194.0,S12_1099,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
170,10211,41.0,100.0,2,4100.0,2004-01-15,Shipped,1,1,2004,Classic Cars,194.0,S12_1099,Auto Canal Petit,(1) 47.55.6555,Paris,France,EMEA,Large,"25, rue Lauriston  ",Dominique Perrier,Low Value,239572.80000000002,61,3,79857.6
171,10225,27.0,100.0,9,2700.0,2004-02-22,Shipped,1,2,2004,Classic Cars,194.0,S12_1099,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
172,10238,28.0,100.0,3,2800.0,2004-04-09,Shipped,2,4,2004,Classic Cars,194.0,S12_1099,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Medium,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
173,10253,24.0,100.0,13,2400.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,194.0,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Medium,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
174,10266,44.0,100.0,14,4400.0,2004-07-06,Shipped,3,7,2004,Classic Cars,194.0,S12_1099,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Large,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
175,10276,50.0,100.0,3,5000.0,2004-08-02,Shipped,3,8,2004,Classic Cars,194.0,S12_1099,Online Mini Collectables,6175557555,Brickhaven,USA,AMER,Large,7635 Spinnaker Dr.  ,Miguel Barajas,Low Value,145155.03,270,2,48385.01
176,10287,21.0,100.0,12,2100.0,2004-08-30,Shipped,3,8,2004,Classic Cars,194.0,S12_1099,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
177,10300,33.0,100.0,5,3300.0,2003-10-04,Shipped,4,10,2003,Classic Cars,194.0,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Frankfurt,Germany,EMEA,Medium,Lyonerstr. 34  ,Roland Keitel,Low Value,200836.11,214,4,66945.37
178,10310,33.0,100.0,10,3300.0,2004-10-16,Shipped,4,10,2004,Classic Cars,194.0,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
179,10320,31.0,100.0,3,3100.0,2004-11-03,Shipped,4,11,2004,Classic Cars,194.0,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Lule,Sweden,EMEA,Medium,Berguvsvgen  8  ,Christina Berglund,Low Value,175122.63,200,4,58374.21
180,10329,41.0,71.47,5,2930.27,2004-11-15,Shipped,4,11,2004,Classic Cars,194.0,S12_1099,Land of Toys Inc.,2125557818,NYC,USA,AMER,Small,897 Long Airport Avenue  ,Kwai Yu,High Value,416394.51,204,4,138798.17
181,10341,45.0,79.65,2,3584.2500000000005,2004-11-24,Shipped,4,11,2004,Classic Cars,194.0,S12_1099,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
182,10363,33.0,85.39,3,2817.87,2005-01-06,Shipped,1,1,2005,Classic Cars,194.0,S12_1099,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Small,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
183,10375,45.0,76.0,7,3420.0,2005-02-03,Shipped,1,2,2005,Classic Cars,194.0,S12_1099,La Rochelle Gifts,40.67.8555,Nantes,France,EMEA,Medium,"67, rue des Cinquante Otages  ",Janine Labrune,High Value,461729.46,7,4,153909.82
184,10389,26.0,99.04,4,2575.04,2005-03-03,Shipped,1,3,2005,Classic Cars,194.0,S12_1099,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Small,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
185,10419,12.0,100.0,13,1200.0,2005-05-17,Shipped,2,5,2005,Classic Cars,194.0,S12_1099,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Small,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
186,10105,41.0,100.0,15,4100.0,2003-02-11,Shipped,1,2,2003,Classic Cars,207.0,S12_1108,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Large,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
187,10117,33.0,100.0,9,3300.0,2003-04-16,Shipped,2,4,2003,Classic Cars,207.0,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,APAC,Medium,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Eric Natividad,High Value,393839.85000000003,97,5,131279.95
188,10127,46.0,100.0,2,4600.0,2003-06-03,Shipped,2,6,2003,Classic Cars,207.0,S12_1108,Muscle Machine Inc,2125557413,NYC,USA,AMER,Large,4092 Furth Circle  Suite 400,Jeff Young,High Value,455346.12,188,4,151782.04
189,10142,33.0,100.0,12,3300.0,2003-08-08,Shipped,3,8,2003,Classic Cars,207.0,S12_1108,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Large,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
190,10153,20.0,100.0,11,2000.0,2003-09-28,Shipped,3,9,2003,Classic Cars,207.0,S12_1108,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
191,10165,44.0,100.0,3,4400.0,2003-10-22,Shipped,4,10,2003,Classic Cars,207.0,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,APAC,Large,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Eric Natividad,High Value,393839.85000000003,97,5,131279.95
192,10176,33.0,100.0,2,3300.0,2003-11-06,Shipped,4,11,2003,Classic Cars,207.0,S12_1108,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Large,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
193,10185,21.0,100.0,13,2100.0,2003-11-14,Shipped,4,11,2003,Classic Cars,207.0,S12_1108,Mini Creations Ltd.,5085559555,New Bedford,USA,AMER,Medium,4575 Hillside Dr.  ,Wing C Tam,Low Value,287016.63,151,3,95672.21
194,10196,47.0,100.0,5,4700.0,2003-11-26,Shipped,4,11,2003,Classic Cars,207.0,S12_1108,Super Scale Inc.,2035559545,New Haven,USA,AMER,Large,567 North Pendale Street  ,Leslie Murphy,Low Value,175239.99,399,2,58413.33
195,10208,46.0,100.0,13,4600.0,2004-01-02,Shipped,1,1,2004,Classic Cars,207.0,S12_1108,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Large,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
196,10220,32.0,100.0,2,3200.0,2004-02-12,Shipped,1,2,2004,Classic Cars,207.0,S12_1108,"Clover Collections, Co.",+353 1862 1555,Dublin,Ireland,EMEA,Large,25 Maiden Lane  Floor No. 4,Dean Cassidy,Low Value,129711.72,264,2,43237.24
197,10231,42.0,100.0,2,4200.0,2004-03-19,Shipped,1,3,2004,Classic Cars,207.0,S12_1108,CAF Imports,+34 913 728 555,Madrid,Spain,EMEA,Large,"Merchants House, 27-30 Merchant's Quay  ",Jesus Fernandez,Low Value,121967.16,445,2,40655.72
198,10247,44.0,100.0,2,4400.0,2004-05-05,Shipped,2,5,2004,Classic Cars,207.0,S12_1108,Suominen Souveniers,+358 9 8045 555,Espoo,Finland,EMEA,Large,"Software Engineering Center, SEC Oy  ",Kalle Suominen,Low Value,266259.77999999997,152,3,88753.26
199,10272,35.0,100.0,2,3500.0,2004-07-20,Shipped,3,7,2004,Classic Cars,207.0,S12_1108,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Medium,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
